gs://cleanupourspace-vcm/img/dataset/bottle/0.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/101.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/102.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1066.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/107.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/108.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1094.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1100.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1117.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1133.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1136.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1148.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1152.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/12.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1205.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1217.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1254.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1309.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1330.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1339.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1367.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1391.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1408.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1414.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1452.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1461.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/154.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1545.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1549.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1557.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1558.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1562.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1566.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1571.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1572.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1629.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1645.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1677.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1687.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1689.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1692.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1693.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/17.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1708.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1710.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1718.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1722.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1727.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1731.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1739.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1742.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1757.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1760.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1761.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1764.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1777.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1813.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1816.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1821.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1822.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1823.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1845.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1850.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1892.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1893.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/19.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1932.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1934.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1936.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1938.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1948.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1952.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1956.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1958.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/1961.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/198.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/209.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2099.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2103.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2115.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2119.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2124.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2131.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2160.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2164.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2165.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2183.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2194.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2195.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2197.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2199.jpg,bottle
gs://cleanupourspace-vcm/img/dataset/bottle/2200.jpg,bottle
